NameA,NameB,CmpdA,CmpdB,A#,B#,MCS,MCSAtomCount,MCSS
d9,d3,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,22,30,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.13043478260869565
d3,d10,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,CC(N)CC1=CC=CC=C1,30,10,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.17647058823529413
d10,d3,CC(N)CC1=CC=CC=C1,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,10,30,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.17647058823529413
d3,d11,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,30,20,"[#6]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]:,-;@1)-&!@[#6&!R]",7,0.16279069767441862
d11,d3,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,20,30,"[#6]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]:,-;@1)-&!@[#6&!R]",7,0.16279069767441862
d3,d12,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,30,37,"[#6&R]-,:;@[#6&R]-,:;@[#6&R](-&!@[#6&!R]-&!@[#8&!R])-,:;@[#6&R]-,:;@[#6&R]",7,0.11666666666666667
d12,d3,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,37,30,"[#6&R]-,:;@[#6&R]-,:;@[#6&R](-&!@[#6&!R]-&!@[#8&!R])-,:;@[#6&R]-,:;@[#6&R]",7,0.11666666666666667
d3,d13,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,30,30,[#6&!R]-&!@[#6&!R]-&!@[#7&R](-&@[#6&R]-&@[#6&R])-&@[#6&R]-&@[#6&R],7,0.1320754716981132
d13,d3,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,30,30,[#6&!R]-&!@[#6&!R]-&!@[#7&R](-&@[#6&R]-&@[#6&R])-&@[#6&R]-&@[#6&R],7,0.1320754716981132
d3,d14,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,30,28,[#6&!R]-&!@[#7&R](-&@[#6&R]-&@[#6&R]-&@[#6&R])-&@[#6&R]-&@[#6&R],7,0.13725490196078433
d14,d3,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,28,30,[#6&!R]-&!@[#7&R](-&@[#6&R]-&@[#6&R]-&@[#6&R])-&@[#6&R]-&@[#6&R],7,0.13725490196078433
d3,d15,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,30,19,"[#6&!R](-&!@[#8&!R])-&!@[#6&R](:,-;@[#6&R]:,-;@[#6&R]):,-;@[#6&R]:,-;@[#6&R]",7,0.16666666666666666
d15,d3,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,19,30,"[#6&!R](-&!@[#8&!R])-&!@[#6&R](:,-;@[#6&R]:,-;@[#6&R]):,-;@[#6&R]:,-;@[#6&R]",7,0.16666666666666666
d3,d16,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,30,14,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.15789473684210525
d16,d3,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,14,30,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.15789473684210525
d3,d17,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,30,23,[#6]1-&@[#6]-&@[#6]-&@[#6]-&@[#6]-&@[#7]-&@1-&!@[#6&!R],7,0.15217391304347827
d17,d3,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,23,30,[#6]1-&@[#6]-&@[#6]-&@[#6]-&@[#6]-&@[#7]-&@1-&!@[#6&!R],7,0.15217391304347827
d3,d18,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,30,43,[#6&!R]-&!@[#7&R](-&@[#6&R]-&@[#6&R]-&@[#6&R])-&@[#6&R]-&@[#6&R],7,0.10606060606060606
d18,d3,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,43,30,[#6&!R]-&!@[#7&R](-&@[#6&R]-&@[#6&R]-&@[#6&R])-&@[#6&R]-&@[#6&R],7,0.10606060606060606
d3,d19,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,30,34,[#6&!R]-&!@[#7]1-&@[#6]-&@[#6]-&@[#6]-&@[#6]-&@[#6]-&@1,7,0.12280701754385964
d19,d3,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,34,30,[#6&!R]-&!@[#7]1-&@[#6]-&@[#6]-&@[#6]-&@[#6]-&@[#6]-&@1,7,0.12280701754385964
d3,d20,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,30,16,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.15
d20,d3,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,16,30,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.15
d4,d4,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,23,23,[#6&!R]-&!@[#7&!R](-&!@[#6&!R])-&!@[#6&!R]-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#7]:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@2)-&!@[#6&!R]-&!@[#16&!R](=&!@[#8&!R])(=&!@[#8&!R])-&!@[#7]1-&@[#6]-&@[#6]-&@[#6]-&@[#6]-&@1,23,1.0
d4,d5,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,23,22,"[#6&R]:,-;@[#6&R]:&@[#7&R]:,-;@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1",9,0.25
d5,d4,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,22,23,"[#6&R]:,-;@[#6&R]:&@[#7&R]:,-;@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1",9,0.25
d4,d6,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,NC12CC3CC(CC(C3)C1)C2,23,11,"[#6]1(-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1)-,:;@[#6&R]-,:;@[#6&R]",8,0.3076923076923077
d6,d4,NC12CC3CC(CC(C3)C1)C2,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,11,23,"[#6]1(-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1)-,:;@[#6&R]-,:;@[#6&R]",8,0.3076923076923077
d4,d7,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,23,36,[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6&!R],7,0.1346153846153846
d7,d4,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,36,23,[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6&!R],7,0.1346153846153846
d4,d8,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,23,21,"[#6&R](-,:;@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-,:;@[#6&R]",8,0.2222222222222222
d8,d4,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,21,23,"[#6&R](-,:;@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-,:;@[#6&R]",8,0.2222222222222222
d4,d9,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,23,22,"[#7&R]:,-;@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1",7,0.18421052631578946
d9,d4,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,22,23,"[#7&R]:,-;@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1",7,0.18421052631578946
d4,d10,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,CC(N)CC1=CC=CC=C1,23,10,[#6&!R](-&!@[#7&!R])-&!@[#6&!R]-&!@[#6&R](:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]):&@[#6&R],9,0.375
d10,d4,CC(N)CC1=CC=CC=C1,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,10,23,[#6&!R](-&!@[#7&!R])-&!@[#6&!R]-&!@[#6&R](:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]):&@[#6&R],9,0.375
d4,d11,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,23,20,"[#6]1(-,:;@[#6]-,:;@[#6]:&@[#6]-,:;@[#6]:&@[#6]-,:;@1:&@[#6&R])-,:;@[#7&R]-,:;@[#6&R]",9,0.2647058823529412
d11,d4,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,20,23,"[#6]1(-,:;@[#6]-,:;@[#6]:&@[#6]-,:;@[#6]:&@[#6]-,:;@1:&@[#6&R])-,:;@[#7&R]-,:;@[#6&R]",9,0.2647058823529412
d4,d12,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,23,37,[#6&!R]-&!@[#6&!R]-&!@[#6&R](:&@[#6&R]):&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R],8,0.15384615384615385
d12,d4,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,37,23,[#6&!R]-&!@[#6&!R]-&!@[#6&R](:&@[#6&R]):&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R],8,0.15384615384615385
d4,d13,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,23,30,"[#6&R](:,-;@[#6&R]):,-;@[#6]1:&@[#6](:,-;@[#7&R]):&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1",9,0.20454545454545456
d13,d4,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,30,23,"[#6&R](:,-;@[#6&R]):,-;@[#6]1:&@[#6](:,-;@[#7&R]):&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1",9,0.20454545454545456
d4,d14,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,23,28,"[#6]1:,-;@[#6]:,-;@[#7]:,-;@[#6]:,-;@[#6]:,-;@1:,-;@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]",9,0.21428571428571427
d14,d4,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,28,23,"[#6]1:,-;@[#6]:,-;@[#7]:,-;@[#6]:,-;@[#6]:,-;@1:,-;@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]",9,0.21428571428571427
d4,d15,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,23,19,[#6&!R]-&!@[#6&!R]-&!@[#6&R](:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]):&@[#6&R],8,0.23529411764705882
d15,d4,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,19,23,[#6&!R]-&!@[#6&!R]-&!@[#6&R](:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]):&@[#6&R],8,0.23529411764705882
d4,d16,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,23,14,[#7&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#6&R](:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]):&@[#6&R],9,0.32142857142857145
d16,d4,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,14,23,[#7&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#6&R](:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]):&@[#6&R],9,0.32142857142857145
d4,d17,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,23,23,"[#6]1:,-;@[#6]:,-;@[#7]:,-;@[#6](:,-;@[#6]:,-;@1):,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R]",8,0.21052631578947367
d17,d4,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,23,23,"[#6]1:,-;@[#6]:,-;@[#7]:,-;@[#6](:,-;@[#6]:,-;@1):,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R]",8,0.21052631578947367
d4,d18,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,23,43,"[#6&!R]-&!@[#6&R]:,-;@[#6&R]:,-;@[#7&R]:,-;@[#6]1:,-;@[#6]:,-;@[#6]:&@[#6]:&@[#6]:,-;@[#6]:,-;@1",10,0.17857142857142858
d18,d4,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,43,23,"[#6&!R]-&!@[#6&R]:,-;@[#6&R]:,-;@[#7&R]:,-;@[#6]1:,-;@[#6]:,-;@[#6]:&@[#6]:&@[#6]:,-;@[#6]:,-;@1",10,0.17857142857142858
d4,d19,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,23,34,"[#6&!R]-&!@[#6&!R]-&!@[#6&R](:,-;@[#6&R]):,-;@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",10,0.2127659574468085
d19,d4,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,34,23,"[#6&!R]-&!@[#6&!R]-&!@[#6&R](:,-;@[#6&R]):,-;@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",10,0.2127659574468085
d4,d20,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,23,16,[#6&!R](-&!@[#7&!R]-&!@[#6&!R])-&!@[#6&!R]-&!@[#6&R](:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]):&@[#6&R],10,0.3448275862068966
d20,d4,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,16,23,[#6&!R](-&!@[#7&!R]-&!@[#6&!R])-&!@[#6&!R]-&!@[#6&R](:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]):&@[#6&R],10,0.3448275862068966
d5,d5,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,22,22,[#6&!R]-&!@[#6]1:&@[#7]:&@[#7]:&@[#6]2:&@[#7]:&@1-&@[#6]1:&@[#6](-&@[#6](=&@[#7]-&@[#6]-&@2)-&!@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2):&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#17&!R],22,1.0
d5,d6,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,NC12CC3CC(CC(C3)C1)C2,22,11,"[#6]1(-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1)-&@[#6&R]",7,0.2692307692307692
d6,d5,NC12CC3CC(CC(C3)C1)C2,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,11,22,"[#6]1(-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1)-&@[#6&R]",7,0.2692307692307692
d5,d7,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,22,36,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#17&!R],7,0.13725490196078433
d7,d5,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,36,22,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#17&!R],7,0.13725490196078433
d5,d8,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,22,21,[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.19444444444444445
d8,d5,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,21,22,[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.19444444444444445
d5,d9,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,22,22,"[#6&R]-,:;@[#6&R]-&@[#7&R]=&@[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#17&!R]",11,0.3333333333333333
d9,d5,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,22,22,"[#6&R]-,:;@[#6&R]-&@[#7&R]=&@[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#17&!R]",11,0.3333333333333333
d5,d10,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,CC(N)CC1=CC=CC=C1,22,10,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.23076923076923078
